Nodes
node0,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
node1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
node2,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
node3,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
node4,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
node5,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
node6,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
node7,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
node8,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
node9,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
node10,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
node11,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
node12,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
node13,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
node14,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
node15,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
node16,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
node17,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
node18,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
node19,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
node20,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
node21,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
node22,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
node23,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
node24,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
node25,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
node26,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
node27,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
node28,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
node29,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
node30,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
node31,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
node32,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
node33,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
node34,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
node35,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
node36,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
node37,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
node38,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
node39,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
node40,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
node41,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
node42,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
node43,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
node44,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
node45,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
node46,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
node47,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
node48,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
node49,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
Constraints
node0,=,node0
node1,=,node1
node1,<,node0
node2,>,node1
node2,>,node0
node2,=,node2
node3,>,node1
node3,>,node0
node3,=,node3
node3,>,node2
node4,>,node1
node4,>,node0
node4,>,node3
node4,>,node2
node4,=,node4
node5,>,node1
node5,<,node0
node5,<,node3
node5,<,node2
node5,=,node5
node5,<,node4
node6,<,node1
node6,<,node0
node6,<,node3
node6,<,node2
node6,<,node5
node6,<,node4
node6,=,node6
node7,>,node1
node7,<,node0
node7,<,node3
node7,<,node2
node7,<,node5
node7,<,node4
node7,=,node7
node7,>,node6
node8,=,node8
node8,>,node1
node8,<,node0
node8,<,node3
node8,<,node2
node8,<,node5
node8,<,node4
node8,<,node7
node8,>,node6
node9,=,node9
node9,>,node8
node9,>,node1
node9,<,node0
node9,<,node3
node9,<,node2
node9,>,node5
node9,<,node4
node9,>,node7
node9,>,node6
node10,=,node10
node10,>,node9
node10,>,node8
node10,>,node1
node10,>,node0
node10,<,node3
node10,<,node2
node10,>,node5
node10,<,node4
node10,>,node7
node10,>,node6
node11,=,node11
node11,<,node10
node11,>,node9
node11,>,node8
node11,>,node1
node11,<,node0
node11,<,node3
node11,<,node2
node11,>,node5
node11,<,node4
node11,>,node7
node11,>,node6
node12,>,node11
node12,<,node10
node12,=,node12
node12,>,node9
node12,>,node8
node12,>,node1
node12,>,node0
node12,<,node3
node12,<,node2
node12,>,node5
node12,<,node4
node12,>,node7
node12,>,node6
node13,<,node11
node13,<,node10
node13,=,node13
node13,<,node12
node13,<,node9
node13,<,node8
node13,>,node1
node13,<,node0
node13,<,node3
node13,<,node2
node13,<,node5
node13,<,node4
node13,<,node7
node13,>,node6
node14,<,node11
node14,<,node10
node14,<,node13
node14,<,node12
node14,=,node14
node14,<,node9
node14,<,node8
node14,>,node1
node14,<,node0
node14,<,node3
node14,<,node2
node14,<,node5
node14,<,node4
node14,<,node7
node14,>,node6
node15,>,node11
node15,=,node10
node15,>,node13
node15,>,node12
node15,=,node15
node15,>,node14
node15,>,node9
node15,>,node8
node15,>,node1
node15,>,node0
node15,<,node3
node15,<,node2
node15,>,node5
node15,<,node4
node15,>,node7
node15,>,node6
node16,>,node11
node16,<,node10
node16,>,node13
node16,<,node12
node16,<,node15
node16,>,node14
node16,=,node16
node16,>,node9
node16,>,node8
node16,>,node1
node16,=,node0
node16,<,node3
node16,<,node2
node16,>,node5
node16,<,node4
node16,>,node7
node16,>,node6
node17,<,node11
node17,<,node10
node17,<,node13
node17,<,node12
node17,<,node15
node17,<,node14
node17,=,node17
node17,<,node16
node17,<,node9
node17,<,node8
node17,>,node1
node17,<,node0
node17,<,node3
node17,<,node2
node17,<,node5
node17,<,node4
node17,<,node7
node17,>,node6
node18,<,node11
node18,<,node10
node18,>,node13
node18,<,node12
node18,<,node15
node18,>,node14
node18,>,node17
node18,<,node16
node18,=,node18
node18,<,node9
node18,>,node8
node18,>,node1
node18,<,node0
node18,<,node3
node18,<,node2
node18,>,node5
node18,<,node4
node18,>,node7
node18,>,node6
node19,>,node11
node19,<,node10
node19,>,node13
node19,<,node12
node19,<,node15
node19,>,node14
node19,>,node17
node19,<,node16
node19,=,node19
node19,>,node18
node19,>,node9
node19,>,node8
node19,>,node1
node19,<,node0
node19,<,node3
node19,<,node2
node19,>,node5
node19,<,node4
node19,>,node7
node19,>,node6
node20,>,node11
node20,>,node10
node20,>,node13
node20,>,node12
node20,>,node15
node20,>,node14
node20,>,node17
node20,>,node16
node20,>,node19
node20,>,node18
node20,=,node20
node20,>,node9
node20,>,node8
node20,>,node1
node20,>,node0
node20,>,node3
node20,>,node2
node20,>,node5
node20,<,node4
node20,>,node7
node20,>,node6
node21,>,node11
node21,>,node10
node21,>,node13
node21,>,node12
node21,>,node15
node21,>,node14
node21,>,node17
node21,>,node16
node21,>,node19
node21,>,node18
node21,<,node20
node21,=,node21
node21,>,node9
node21,>,node8
node21,>,node1
node21,>,node0
node21,>,node3
node21,>,node2
node21,>,node5
node21,<,node4
node21,>,node7
node21,>,node6
node22,<,node11
node22,<,node10
node22,>,node13
node22,<,node12
node22,<,node15
node22,>,node14
node22,>,node17
node22,<,node16
node22,<,node19
node22,>,node18
node22,<,node20
node22,<,node21
node22,=,node22
node22,<,node9
node22,>,node8
node22,>,node1
node22,<,node0
node22,<,node3
node22,<,node2
node22,>,node5
node22,<,node4
node22,>,node7
node22,>,node6
node23,>,node11
node23,>,node10
node23,>,node13
node23,>,node12
node23,>,node15
node23,>,node14
node23,>,node17
node23,>,node16
node23,>,node19
node23,>,node18
node23,<,node20
node23,<,node21
node23,>,node22
node23,=,node23
node23,>,node9
node23,>,node8
node23,>,node1
node23,>,node0
node23,<,node3
node23,=,node2
node23,>,node5
node23,<,node4
node23,>,node7
node23,>,node6
node24,<,node11
node24,<,node10
node24,>,node13
node24,<,node12
node24,<,node15
node24,>,node14
node24,>,node17
node24,<,node16
node24,<,node19
node24,<,node18
node24,=,node24
node24,<,node20
node24,<,node21
node24,<,node22
node24,<,node23
node24,<,node9
node24,=,node8
node24,>,node1
node24,<,node0
node24,<,node3
node24,<,node2
node24,<,node5
node24,<,node4
node24,<,node7
node24,>,node6
node25,>,node11
node25,>,node10
node25,>,node13
node25,>,node12
node25,>,node15
node25,>,node14
node25,>,node17
node25,>,node16
node25,>,node19
node25,>,node18
node25,>,node24
node25,=,node25
node25,<,node20
node25,<,node21
node25,>,node22
node25,>,node23
node25,>,node9
node25,>,node8
node25,>,node1
node25,>,node0
node25,=,node3
node25,>,node2
node25,>,node5
node25,<,node4
node25,>,node7
node25,>,node6
node26,<,node11
node26,<,node10
node26,>,node13
node26,<,node12
node26,<,node15
node26,>,node14
node26,>,node17
node26,<,node16
node26,<,node19
node26,>,node18
node26,>,node24
node26,<,node25
node26,=,node26
node26,<,node20
node26,<,node21
node26,=,node22
node26,<,node23
node26,<,node9
node26,>,node8
node26,>,node1
node26,<,node0
node26,<,node3
node26,<,node2
node26,>,node5
node26,<,node4
node26,>,node7
node26,>,node6
node27,>,node11
node27,<,node10
node27,>,node13
node27,<,node12
node27,<,node15
node27,>,node14
node27,>,node17
node27,=,node16
node27,>,node19
node27,>,node18
node27,>,node24
node27,<,node25
node27,>,node26
node27,=,node27
node27,<,node20
node27,<,node21
node27,>,node22
node27,<,node23
node27,>,node9
node27,>,node8
node27,>,node1
node27,=,node0
node27,<,node3
node27,<,node2
node27,>,node5
node27,<,node4
node27,>,node7
node27,>,node6
node28,<,node11
node28,<,node10
node28,>,node13
node28,<,node12
node28,<,node15
node28,>,node14
node28,>,node17
node28,<,node16
node28,<,node19
node28,<,node18
node28,=,node28
node28,<,node24
node28,<,node25
node28,<,node26
node28,<,node27
node28,<,node20
node28,<,node21
node28,<,node22
node28,<,node23
node28,<,node9
node28,<,node8
node28,>,node1
node28,<,node0
node28,<,node3
node28,<,node2
node28,<,node5
node28,<,node4
node28,<,node7
node28,>,node6
node29,<,node11
node29,<,node10
node29,<,node13
node29,<,node12
node29,<,node15
node29,<,node14
node29,<,node17
node29,<,node16
node29,<,node19
node29,<,node18
node29,<,node28
node29,=,node29
node29,<,node24
node29,<,node25
node29,<,node26
node29,<,node27
node29,<,node20
node29,<,node21
node29,<,node22
node29,<,node23
node29,<,node9
node29,<,node8
node29,<,node1
node29,<,node0
node29,<,node3
node29,<,node2
node29,<,node5
node29,<,node4
node29,<,node7
node29,=,node6
node30,<,node11
node30,<,node10
node30,>,node13
node30,<,node12
node30,<,node15
node30,>,node14
node30,>,node17
node30,<,node16
node30,<,node19
node30,<,node18
node30,=,node30
node30,>,node28
node30,>,node29
node30,<,node24
node30,<,node25
node30,<,node26
node30,<,node27
node30,<,node20
node30,<,node21
node30,<,node22
node30,<,node23
node30,<,node9
node30,<,node8
node30,>,node1
node30,<,node0
node30,<,node3
node30,<,node2
node30,<,node5
node30,<,node4
node30,<,node7
node30,>,node6
node31,>,node11
node31,>,node10
node31,>,node13
node31,>,node12
node31,>,node15
node31,>,node14
node31,>,node17
node31,>,node16
node31,>,node19
node31,>,node18
node31,=,node31
node31,>,node30
node31,>,node28
node31,>,node29
node31,>,node24
node31,>,node25
node31,>,node26
node31,>,node27
node31,<,node20
node31,<,node21
node31,>,node22
node31,>,node23
node31,>,node9
node31,>,node8
node31,>,node1
node31,>,node0
node31,>,node3
node31,>,node2
node31,>,node5
node31,<,node4
node31,>,node7
node31,>,node6
node32,=,node11
node32,<,node10
node32,>,node13
node32,<,node12
node32,<,node15
node32,>,node14
node32,>,node17
node32,<,node16
node32,<,node19
node32,>,node18
node32,<,node31
node32,>,node30
node32,=,node32
node32,>,node28
node32,>,node29
node32,>,node24
node32,<,node25
node32,>,node26
node32,<,node27
node32,<,node20
node32,<,node21
node32,>,node22
node32,<,node23
node32,>,node9
node32,>,node8
node32,>,node1
node32,<,node0
node32,<,node3
node32,<,node2
node32,>,node5
node32,<,node4
node32,>,node7
node32,>,node6
node33,<,node11
node33,<,node10
node33,>,node13
node33,<,node12
node33,<,node15
node33,>,node14
node33,>,node17
node33,<,node16
node33,<,node19
node33,>,node18
node33,<,node31
node33,>,node30
node33,=,node33
node33,<,node32
node33,>,node28
node33,>,node29
node33,>,node24
node33,<,node25
node33,>,node26
node33,<,node27
node33,<,node20
node33,<,node21
node33,>,node22
node33,<,node23
node33,<,node9
node33,>,node8
node33,>,node1
node33,<,node0
node33,<,node3
node33,<,node2
node33,>,node5
node33,<,node4
node33,>,node7
node33,>,node6
node34,>,node11
node34,<,node10
node34,>,node13
node34,>,node12
node34,<,node15
node34,>,node14
node34,>,node17
node34,>,node16
node34,>,node19
node34,>,node18
node34,<,node31
node34,>,node30
node34,=,node34
node34,>,node33
node34,>,node32
node34,>,node28
node34,>,node29
node34,>,node24
node34,<,node25
node34,>,node26
node34,>,node27
node34,<,node20
node34,<,node21
node34,>,node22
node34,<,node23
node34,>,node9
node34,>,node8
node34,>,node1
node34,>,node0
node34,<,node3
node34,<,node2
node34,>,node5
node34,<,node4
node34,>,node7
node34,>,node6
node35,>,node11
node35,>,node10
node35,>,node13
node35,>,node12
node35,>,node15
node35,>,node14
node35,>,node17
node35,>,node16
node35,>,node19
node35,>,node18
node35,<,node31
node35,>,node30
node35,=,node35
node35,>,node34
node35,>,node33
node35,>,node32
node35,>,node28
node35,>,node29
node35,>,node24
node35,<,node25
node35,>,node26
node35,>,node27
node35,<,node20
node35,<,node21
node35,>,node22
node35,<,node23
node35,>,node9
